rank,date,qantas_drop_percent,qantas_close,qantas_open,asx200_movement_percent,market_context,news_articles_found,primary_cause,categories,top_headlines,article_sources,article_urls,profit_vs_expectations,safety_events
41,2014-09-15,-4.52,1.35,1.414,-1.04,Qantas-specific (worse than market),7,"The Qantas share price drop was primarily due to disappointing monthly traffic and capacity statistics, revealing a decline in revenue seat factor and weaker demand relative to increased capacity, raising concerns about overcapacity and profitability.",Competition; Profit warnings; Operational disruptions,"Analysis: Qantas share price drop on 15-Sep-2014; Revenue seat factor**, a key profitability metric, fell 1.1% year-on-year to 73.4%, while group capacity (available seat kilometres) increased by 3%[1].; Over the financial year to date, capacity was up 1.1% but demand was down 1.2%, resulting in a revenue seat factor 1.9% lower than the previous year[1].",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2014/06/30/heres-why-qantas-airways-limited-has-plunged-today/; https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://www.fool.com.au/2015/12/15/will-the-qantas-share-price-soar-after-trading-update/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.sbs.com.au/news/article/qantas-fuel-costs-fall-again-not-by-luck/xu40oawp2; https://www.fool.com.au/2014/09/02/heres-why-qantas-airways-limiteds-2-8-billion-loss-could-be-a-buying-opportunity/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.investsmart.com.au/investment-news/collected-wisdom/69116; https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://www.fool.com.au/2015/12/15/will-the-qantas-share-price-soar-after-trading-update/,No profit results reported.,
42,2015-05-15,-4.51,3.284,3.44,0.68,Qantas-specific (worse than market),0,No specific cause identified,,No news found,,,,
43,2015-08-28,-4.51,3.093,3.239,0.58,Qantas-specific (worse than market),1,"The Qantas share price dropped primarily due to the announcement of the winding up of its Jetstar Hong Kong joint venture, which faced regulatory hurdles and negatively impacted Qantas' expansion plans in Asia.",Regulatory issues; Strategic changes,Analysis: Qantas share price drop on 28-Aug-2015,Perplexity Analysis,https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://www.ato.gov.au/law/view/pdf/pbr/cr2015-101.pdf; https://www.fool.com.au/2015/12/08/falling-oil-sees-the-qantas-share-price-takeoff/; https://www.fool.com.au/2015/08/28/4-stocks-sinking-on-the-asx-today/; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20151126%2F01689444.pdf; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20151026%2F01676261.pdf; https://www.youtube.com/watch?v=lPV5iAnQRy0; https://investor.qantas.com/investors/?page=historical-share-price; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/agm/notice-of-meeting-2015.pdf,,
44,2020-07-07,-4.44,3.545,3.71,-0.03,Qantas-specific (worse than market),7,"The primary cause of the Qantas share price drop on 7 July 2020 was ongoing COVID-19 impacts, including reduced air travel demand and a major lockdown in Victoria, leading to eroded investor confidence and a sustained downtrend.",COVID-19; Market volatility,"Analysis: Qantas share price drop on 07-Jul-2020; No single news event on 7 July 2020 directly caused a sharp drop in the Qantas share price.** However, the airline’s shares were already in a sustained downtrend throughout June and early July 2020, d; COVID-19 Impact:** The Qantas share price had fallen around 40% since mid-January 2020 due to the global coronavirus pandemic, which led to massive reductions in air travel demand and forced the airli",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2020/07/09/how-did-the-qantas-share-price-perform-in-june/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.fool.com.au/2021/07/23/qantas-asxqan-share-price-falls-as-capacity-drops-below-40/; https://australianaviation.com.au/2024/09/qantas-shares-finally-beat-pre-covid-peak/; https://daily.fattail.com.au/qantas-share-price-edges-higher-on-market-update-asx-qan/20210415/; https://en.wikipedia.org/wiki/Qantas; https://www.qantasnewsroom.com.au/media-releases/qantas-group-posts-significant-loss-from-full-year-of-covid/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.qantasnewsroom.com.au/media-releases/qantas-group-announces-post-covid-recovery-plan-and-equity-raising-for-a-stronger-future/; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/announcement/ASX_and_Media_Release.pdf; https://www.intelligentinvestor.com.au/shares/asx-qan/qantas-airways-limited; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://www.fool.com.au/2021/07/23/qantas-asxqan-share-price-falls-as-capacity-drops-below-40/,,
45,2011-07-12,-4.42,1.679,1.756,-1.65,Similar to market,1,"The Qantas share price drop was primarily due to significant challenges, including industrial disputes with trade unions and high fuel costs, which negatively impacted its financial performance.",Industrial action; Fuel costs,Analysis: Qantas share price drop on 12-Jul-2011,Perplexity Analysis,https://www.sknvibes.com/news/newsdetails.cfm/58787; https://www.fool.com.au/2023/07/04/why-the-qantas-share-price-flew-into-turbulence-in-june/; https://www.qantasnewsroom.com.au/media-releases/qantas-20112012-financial-result/; https://en.wikipedia.org/wiki/2011_Qantas_industrial_disputes; https://investor.qantas.com/investors/?page=historical-share-price; https://www.fool.com.au/2024/07/09/why-did-asic-take-a-look-when-qantas-shares-fell-last-year/; https://companiesmarketcap.com/aud/qantas-airways/stock-price-history/; https://www.resilience.org/stories/2014-03-06/the-end-of-airlines-predicted-by-no-other-than-former-qantas-ceo-geoff-dixon-in-july-2008/; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/annual-reports/2011AnnualReview.pdf; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/mediaReleaseResults12.pdf; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/,,
46,2025-06-13,-4.41,10.041,10.504,-0.21,Qantas-specific (worse than market),1,"The Qantas share price dropped due to the announcement of closing its loss-making subsidiary, Jetstar Asia, which faced rising supplier costs and intensified competition, leading to a projected $35 million EBIT loss.",Strategic changes; Competition; Operational disruptions; Safety incidents,Analysis: Qantas share price drop on 13-Jun-2025,Perplexity Analysis,https://www.capitalbrief.com/briefing/qantas-shares-retreat-after-confirming-jetstar-asia-closure-695c5f64-4bc7-44e9-9fd2-aae050a2e580/; https://www.fool.com.au/2025/06/11/qantas-share-price-lifts-off-on-big-asian-news/; https://www.fool.com.au/2025/06/13/ubs-reveals-the-biggest-question-facing-qantas-shares-over-the-next-12-months/; https://www.raskmedia.com.au/2025/06/11/qantas-asxqan-share-price-falls-on-jetstar-asia-closure/; https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://investor.qantas.com/investors/?page=historical-share-price,,"Yes, there were Qantas safety-related incidents reported between June 6, 2025, and June 13, 2025:

- **Incident:** Pilot incapacitation (trainee captain briefly lost consciousness after landing)
- **Date:** June 10, 2025
- **Flight Number:** QF804 (Canberra to Sydney)[1]

- **Incident:** Emergency landing due to passenger cardiac arrest
- **Date:** June 8, 2025
- **Flight Number:** QF002 (London to Singapore, diverted to Baku)[2]"
47,2011-08-24,-4.4,1.387,1.451,-0.45,Qantas-specific (worse than market),3,"The Qantas share price dropped due to a significant EBIT loss of $21 million, attributed to poor international performance, record fuel costs, and industrial action, alongside a major business transformation plan signaling structural challenges.",Fuel costs; Industrial action; Strategic changes,Analysis: Qantas share price drop on 24-Aug-2011; Poor performance of the international network**; Industrial action** that disrupted operations,Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2023/09/06/why-did-the-qantas-share-price-dive-9-in-august/; https://orgecsnew.business-standard.com/article/pti-stories/shares-in-aus-s-qantas-plunge-after-cut-in-domestic-expansion-116041801263_1.html; https://www.qantasnewsroom.com.au/media-releases/qantas-20112012-financial-result/; https://www.fool.com.au/2024/07/09/why-did-asic-take-a-look-when-qantas-shares-fell-last-year/; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/investorPresentation11.pdf; https://en.wikipedia.org/wiki/2011_Qantas_industrial_disputes; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/mediaReleaseResults11.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/half-year-results/2011InvestorPresentation.pdf; https://orgecsnew.business-standard.com/article/pti-stories/shares-in-aus-s-qantas-plunge-after-cut-in-domestic-expansion-116041801263_1.html; https://www.qantasnewsroom.com.au/media-releases/qantas-20112012-financial-result/,"Qantas reported its full-year financial results for the year ended 30 June 2011 during this period.

1. **Reported profit/earnings figure:** Underlying Profit Before Tax (PBT) of **$552 million**; Statutory Profit After Tax of **$249 million**[1][2].
2. **Analyst expectations/consensus forecast:** Not explicitly stated in the available results.
3. **Beat, met, or missed expectations:** Not determinable from the provided information due to lack of consensus forecast data.
4. **By how much:** Not available.

No explicit analyst consensus or comparison to expectations is provided in the available sources.",
48,2013-10-18,-4.35,1.305,1.364,0.72,Qantas-specific (worse than market),1,"The Qantas share price dropped due to a decline in yields to decade-low levels, signaling deteriorating profitability amid intense competition and pricing pressure, particularly from rivals like Virgin Australia.",Competition; Profit warnings; Safety incidents,Analysis: Qantas share price drop on 18-Oct-2013,Perplexity Analysis,https://www.fool.com.au/2013/12/06/heres-why-qantas-plunged-17-on-thursday-morning/; https://www.ig.com/au/news-and-trade-ideas/how-the-coronavirus-pushed-the-qantas-share-price-40--lower-200310; https://iol.co.za/business-report/companies/2013-10-18-qantas-slumps-as-yields-drop-to-decade-low/; https://www.resilience.org/stories/2014-03-06/the-end-of-airlines-predicted-by-no-other-than-former-qantas-ceo-geoff-dixon-in-july-2008/; https://www.sbs.com.au/news/article/qantas-fuel-costs-fall-again-not-by-luck/xu40oawp2; https://investor.qantas.com/FormBuilder/_Resource/_module/doLLG5ufYkCyEPjF1tpgyw/file/full-year-results/mediaReleaseResults13.pdf; https://investor.qantas.com/investors/?page=historical-share-price; https://www.aph.gov.au/Parliamentary_Business/Hansard/Hansard_Display?bid=chamber%2Fhansards%2F41ff3799-0350-4c51-b15a-87b0abc85c59%2F&sid=0224,No profit results reported.,"Based on the available information, there were **two safety incidents** involving Qantas aircraft during the specified timeframe of October 11-18, 2013:

## Flight Planning Incident - October 15, 2013

**Flight QF 565** (Airbus A330, registration VH-QPD) experienced a serious flight planning incident on October 15, 2013[1]. The incident involved communication failures between dispatch and the flight crew regarding updated flight plans due to forecast fog at Perth Airport. This was classified as a ""serious incident"" in the pre-flight/planning category, though the flight departed safely with 200 passengers and 10 crew members with no injuries or damage[1].

## Bird Strike Incident - October 18, 2013

A **Qantas Boeing 747-400** experienced a bird strike at Dallas on October 18, 2013[3][4]. This incident occurred at the end of the specified date range.

Both incidents were investigated by aviation safety authorities and resulted in safety recommendations and procedural improvements."
49,2020-06-11,-4.34,4.485,4.689,-3.05,Market-wide decline,4,"The Qantas share price drop on 11 June 2020 was primarily due to the ongoing impact of the COVID-19 pandemic on air travel demand, compounded by investor caution ahead of anticipated capital raising and restructuring plans.",COVID-19; Profit warnings; Strategic changes,"Analysis: Qantas share price drop on 11-Jun-2020; Ongoing COVID-19 travel restrictions** and uncertainty about recovery[1].; Market anticipation of Qantas' capital raising and restructuring plans**, which were announced later in June but likely contributed to investor caution earlier in the month[1][3].",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2020/07/09/how-did-the-qantas-share-price-perform-in-june/; https://www.fool.com.au/2022/07/01/why-did-the-qantas-share-price-plunge-19-in-june/; https://www.fool.com.au/2020/06/26/qantas-share-price-down-6-after-completing-1-4bn-institutional-placement/; https://www.qantasnewsroom.com.au/media-releases/qantas-group-fy20-financial-results-navigating-exceptional-conditions/; https://www.qantasnewsroom.com.au/media-releases/qantas-group-posts-significant-loss-from-full-year-of-covid/; https://www.fpmarkets.com/qantas-share-price/why-did-the-qantas-share-price-fall-6-today/; https://investor.qantas.com/investors/?page=historical-share-price; https://www.intelligentinvestor.com.au/shares/asx-qan/qantas-airways-limited/share-price; https://www.marketindex.com.au/asx/qan; https://investor.qantas.com/DownloadFile.axd?file=%2FReport%2FComNews%2F20200625%2F02247900.pdf; https://www.fool.com.au/2022/07/01/why-did-the-qantas-share-price-plunge-19-in-june/; https://www.fool.com.au/2020/06/26/qantas-share-price-down-6-after-completing-1-4bn-institutional-placement/,No profit results reported.,
50,2012-08-09,-4.29,1.017,1.063,-0.1,Qantas-specific (worse than market),5,"The Qantas share price dropped due to its first annual net loss in 17 years, driven by a record fuel bill, rising competition, and ongoing industrial disputes, raising concerns about the airline's financial health.",Fuel costs; Competition; Industrial action,"Analysis: Qantas share price drop on 09-Aug-2012; Qantas posted a net loss of A$244 million for the year ending June 30, 2012**[2].; The loss was attributed to its struggling international division, record-high fuel costs (A$4.3 billion, up 18% from the previous year), and intense competition[2].",Perplexity Analysis; News Archive; News Archive,https://www.fool.com.au/2023/09/06/why-did-the-qantas-share-price-dive-9-in-august/; https://www.scmp.com/business/companies/article/1021583/qantas-posts-huge-loss-first-annual-loss-17-years; https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/; https://www.odt.co.nz/business/qantas-shocks-market-shares-plunge; https://investor.qantas.com/investors/?page=historical-share-price; https://www.qantasnewsroom.com.au/media-releases/qantas-20112012-financial-result/; https://www.scmp.com/business/companies/article/1021583/qantas-posts-huge-loss-first-annual-loss-17-years; https://www.fool.com.au/2025/10/01/after-hitting-record-highs-in-august-what-happened-with-qantas-shares-in-september/,,
