company,meeting_date,meeting_type,motion_number,proposal,management_recommendation,hesta_vote,year,source
AGL Energy Ltd,2025-10-03,Annual,6,Equity Grant (MD/CEO Damien Nicks),For,For,2025,glasslewis_detail
AGL Energy Ltd,2024-09-25,Annual,2,REMUNERATION REPORT,For,For,2024,glasslewis_detail
AGL Energy Ltd,2024-09-25,Annual,4,Equity Grant (MD/CEO Damien Nicks),For,For,2024,glasslewis_detail
AGL Energy Ltd,2023-11-21,Annual,2,REMUNERATION REPORT,For,For,2023,glasslewis_detail
AGL Energy Ltd,2023-11-21,Annual,4,Equity Grant (MD/CEO Damien Nicks),For,For,2023,glasslewis_detail
AGL Energy Ltd,2023-11-21,Annual,5,Approve Termination Benefits,For,For,2023,glasslewis_detail
AGL Energy Ltd,2023-11-21,Annual,6,Renew Proportional Takeover Provisions,For,For,2023,glasslewis_detail
AGL Energy Ltd,2023-11-21,Annual,7,Board Spill,Against,Against,2023,glasslewis_detail
AGL Energy Ltd,2022-11-15,Annual,2,REMUNERATION REPORT,For,For,2022,glasslewis_detail
AGL Energy Ltd,2022-11-15,Annual,3,Climate Transition Action Plan,For,For,2022,glasslewis_detail
AGL Energy Ltd,2021-09-22,Annual,2,REMUNERATION REPORT,For,For,2021,glasslewis_detail
AGL Energy Ltd,2021-09-22,Annual,4,Equity Grant (MD/CEO Graeme Hunt),For,For,2021,glasslewis_detail
AGL Energy Ltd,2021-09-22,Annual,5,Board Spill Resolution,Against,Against,2021,glasslewis_detail
AGL Energy Ltd,2020-10-07,Annual,2,REMUNERATION REPORT,For,For,2020,glasslewis_detail
AGL Energy Ltd,2020-10-07,Annual,4,Equity Grant (MD/CEO Brett Redman),For,For,2020,glasslewis_detail
AGL Energy Ltd,2020-10-07,Annual,5,Approve Termination Payments,For,For,2020,glasslewis_detail
AGL Energy Ltd,2020-10-07,Annual,6,Renew Proportional Takeover Provisions,For,For,2020,glasslewis_detail
AGL Energy Ltd,2019-09-19,Annual,2,REMUNERATION REPORT,For,For,2019,glasslewis_detail
AGL Energy Ltd,2019-09-19,Annual,4,Equity Grant (MD/CEO Brett Redman),For,For,2019,glasslewis_detail
AGL Energy Ltd,2019-09-19,Annual,6,Shareholder Proposal Regarding Expenditure Report on Pollution Controls,Against,Against,2019,glasslewis_detail
AGL Energy Ltd,2018-09-26,Annual,2,REMUNERATION REPORT,For,For,2018,glasslewis_detail
AGL Energy Ltd,2017-09-27,Annual,2,REMUNERATION REPORT,For,For,2017,glasslewis_detail
AGL Energy Ltd,2017-09-27,Annual,4,Equity Grant (MD/CEO Andy Vesey),For,For,2017,glasslewis_detail
AGL Energy Ltd,2017-09-27,Annual,5,Approve Termination Payments,For,For,2017,glasslewis_detail
AGL Energy Ltd,2017-09-27,Annual,6,Renew Proportional Takeover Provisions,For,For,2017,glasslewis_detail
AGL Energy Ltd,2017-09-27,Annual,7,Board Spill Resolution,Against,Against,2017,glasslewis_detail
Ainsworth Game Technology Ltd,2025-05-28,Annual,1,Re-elect Heather A. Scheibenstock,For,Against,2025,glasslewis_detail
Ainsworth Game Technology Ltd,2025-05-28,Annual,2,Remuneration Report,For,Against,2025,glasslewis_detail
Ainsworth Game Technology Ltd,2024-05-29,Annual,1,Elect Daniel E. Gladstone,For,Against,2024,glasslewis_detail
Ainsworth Game Technology Ltd,2024-05-29,Annual,2,Elect Colin J. Henson,For,Against,2024,glasslewis_detail
Ainsworth Game Technology Ltd,2024-05-29,Annual,3,Remuneration Report,For,For,2024,glasslewis_detail
Ainsworth Game Technology Ltd,2023-05-19,Annual,1,Re-elect Graeme J. Campbell,For,For,2023,glasslewis_detail
Ainsworth Game Technology Ltd,2023-05-19,Annual,2,Elect Haig Asenbauer,For,For,2023,glasslewis_detail
Ainsworth Game Technology Ltd,2023-05-19,Annual,3,Appointment of Auditor,For,For,2023,glasslewis_detail
Ainsworth Game Technology Ltd,2023-05-19,Annual,4,Remuneration Report,For,For,2023,glasslewis_detail
Ainsworth Game Technology Ltd,2022-11-29,Annual,1,Re-elect Daniel E. Gladstone,For,For,2022,glasslewis_detail
Ainsworth Game Technology Ltd,2022-11-29,Annual,2,Elect Heather A. Scheibenstock,For,For,2022,glasslewis_detail
Ainsworth Game Technology Ltd,2022-11-29,Annual,3,Remuneration Report,For,For,2022,glasslewis_detail
Ainsworth Game Technology Ltd,2021-11-25,Annual,1,Re-elect Colin J. Henson,For,For,2021,glasslewis_detail
Ainsworth Game Technology Ltd,2021-11-25,Annual,2,Remuneration Report,For,For,2021,glasslewis_detail
Ainsworth Game Technology Ltd,2020-11-26,Annual,1,Re-elect Graeme J. Campbell,For,For,2020,glasslewis_detail
Ainsworth Game Technology Ltd,2020-11-26,Annual,2,Re-elect Harald M.K. Neumann,For,For,2020,glasslewis_detail
Ainsworth Game Technology Ltd,2020-11-26,Annual,3,Remuneration Report,For,For,2020,glasslewis_detail
Ainsworth Game Technology Ltd,2019-11-26,Annual,1,Re-Elect Colin J. Henson,For,For,2019,glasslewis_detail
Ainsworth Game Technology Ltd,2019-11-26,Annual,2,Re-Elect Daniel E Gladstone,For,For,2019,glasslewis_detail
Ainsworth Game Technology Ltd,2019-11-26,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
Ainsworth Game Technology Ltd,2018-11-27,Annual,1,Re-elect Michael B Yates,For,Against,2018,glasslewis_detail
Ainsworth Game Technology Ltd,2018-11-27,Annual,2,Re-elect Heather A. Scheibenstock,For,Against,2018,glasslewis_detail
Ainsworth Game Technology Ltd,2018-11-27,Annual,3,Remuneration Report,For,Against,2018,glasslewis_detail
Ainsworth Game Technology Ltd,2018-11-27,Annual,4,Board Spill Resolution,Against,Against,2018,glasslewis_detail
Ainsworth Game Technology Ltd,2017-11-28,Annual,1,Re-Elect Leonard H Ainsworth,For,For,2017,glasslewis_detail
Ainsworth Game Technology Ltd,2017-11-28,Annual,2,Re-Elect Graeme J. Campbell,For,For,2017,glasslewis_detail
Ainsworth Game Technology Ltd,2017-11-28,Annual,3,Elect Harald M.K. Neumann,For,For,2017,glasslewis_detail
Ainsworth Game Technology Ltd,2017-11-28,Annual,4,Remuneration Report,For,For,2017,glasslewis_detail
Ainsworth Game Technology Ltd,2017-11-28,Annual,5,Equity Grant (CEO Daniel E. Gladstone),For,Against,2017,glasslewis_detail
Ainsworth Game Technology Ltd,2016-11-15,Annual,1,Re-elect Colin J. Henson,For,For,2016,glasslewis_detail
Ainsworth Game Technology Ltd,2016-11-15,Annual,2,Elect Heather Alice Scheibenstock,For,For,2016,glasslewis_detail
Ainsworth Game Technology Ltd,2016-11-15,Annual,3,Remuneration Report,For,For,2016,glasslewis_detail
Air New Zealand,2025-09-25,Annual,1,Re-elect Therese Walsh,For,For,2025,glasslewis_detail
Air New Zealand,2025-09-25,Annual,2,Elect Neal Barclay,For,For,2025,glasslewis_detail
Air New Zealand,2024-09-26,Annual,1,Re-elect Claudia I. Batten,For,For,2024,glasslewis_detail
Air New Zealand,2024-09-26,Annual,2,Re-elect Alison R. Gerry,For,For,2024,glasslewis_detail
Air New Zealand,2020-09-29,Annual,1,Re-elect Linda M. Jenkinson,For,For,2020,glasslewis_detail
Air New Zealand,2020-09-29,Annual,2,Re-elect Laurissa Cooney,For,For,2020,glasslewis_detail
Air New Zealand,2020-09-29,Annual,3,Re-elect Dean Bracewell,For,For,2020,glasslewis_detail
Air New Zealand,2020-09-29,Annual,4,Re-elect Larry De Shon,For,For,2020,glasslewis_detail
AirXpanders Inc.,2018-10-25,Special,1,Approve Issue of Securities (Chair Barry Cheskin),For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-10-25,Special,2,Equity grant (President/CEO Frank Grillo),For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-10-25,Special,3,Ratify Placement of Securities (Shares - Private Placement),For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-10-25,Special,4,Ratify Placement of Securities (Warrants - Oxford Finance L.L.C),For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-10-25,Special,5,Approve Stock Option Exchange Program,For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-10-25,Special,6,Authority to Increase Authorised Capital,For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-05-22,Annual,1,Re-elect Barry Cheskin,For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-05-22,Annual,2,Approve Issue of Securities (10% Placement Facility),For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-05-22,Annual,4,Renew 2015 Equity Incentive Plan,For,For,2018,glasslewis_detail
AirXpanders Inc.,2018-05-22,Annual,5,Appoint Auditor,For,For,2018,glasslewis_detail
AirXpanders Inc.,2017-05-23,Annual,2,Approve Issue of Securities (10% Placement Facility),For,For,2017,glasslewis_detail
AirXpanders Inc.,2017-05-23,Annual,3,Equity Grant (President/CEO Scott Dodson),For,For,2017,glasslewis_detail
AirXpanders Inc.,2017-02-17,Special,1,Ratify Placement of Securities,For,For,2017,glasslewis_detail
AirXpanders Inc.,2017-02-17,Special,2,Approve Issue of Securities,For,For,2017,glasslewis_detail
Alacer Gold Corp,2020-07-10,Special,1,Acquisition by SSR,For,For,2020,glasslewis_detail
Alacer Gold Corp,2019-06-14,Mix,2,Appointment of Auditor,For,For,2019,glasslewis_detail
Alacer Gold Corp,2019-06-14,Mix,3,Advisory Vote on Executive Compensation,For,For,2019,glasslewis_detail
Alacer Gold Corp,2018-06-07,Mix,1,Appointment of Auditor,For,For,2018,glasslewis_detail
Alacer Gold Corp,2018-06-07,Mix,3,Advisory Vote on Executive Compensation,For,For,2018,glasslewis_detail
Alacer Gold Corp,2017-04-28,Mix,2,Appointment of Auditor,For,For,2017,glasslewis_detail
Alacer Gold Corp,2017-04-28,Mix,3,Approval of the 2017 Restricted Stock Unit Plan,For,Against,2017,glasslewis_detail
Alacer Gold Corp,2017-04-28,Mix,4,Advisory Resolution on Executive Compensation,For,Against,2017,glasslewis_detail
Alcoa Corp,2025-05-09,Annual,2,Ratification of Auditor,For,For,2025,glasslewis_detail
Alcoa Corp,2025-05-09,Annual,3,Advisory Vote on Executive Compensation,For,Against,2025,glasslewis_detail
ALE Property Group,2019-10-29,Annual,1,Re-Elect Robert W. Mactier,For,For,2019,glasslewis_detail
ALE Property Group,2019-10-29,Annual,2,Elect Bernard D. Stanton,For,For,2019,glasslewis_detail
ALE Property Group,2019-10-29,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
ALE Property Group,2019-10-29,Annual,4,Equity Grant (MD/CEO Andrew Wilkinson),For,For,2019,glasslewis_detail
ALE Property Group,2019-10-29,Annual,5,Approve Increase in NEDs' Fee Cap,For,For,2019,glasslewis_detail
Alliance Aviation Services Limited,2020-09-16,Annual,3,Remuneration Report,For,For,2020,glasslewis_detail
Alliance Aviation Services Limited,2020-09-16,Annual,4,Equity Grant (MD Scott McMilan),For,Against,2020,glasslewis_detail
Alliance Aviation Services Limited,2020-09-16,Annual,5,Equity Grant (CEO Lee Schofield),For,Against,2020,glasslewis_detail
Alliance Aviation Services Limited,2020-09-16,Annual,6,Ratify Placement of Securities,For,Abstain,2020,glasslewis_detail
Alliance Aviation Services Limited,2020-09-16,Annual,7,Amendments to Constitution,For,For,2020,glasslewis_detail
Alliance Aviation Services Limited,2019-10-30,Annual,2,Re-elect David C. Crombie,For,For,2019,glasslewis_detail
Alliance Aviation Services Limited,2019-10-30,Annual,3,Remuneration Report,For,For,2019,glasslewis_detail
Alliance Aviation Services Limited,2019-10-30,Annual,4,Equity Grant (MD Scott McMillan),For,For,2019,glasslewis_detail
Alliance Aviation Services Limited,2019-10-30,Annual,5,Equity Grant (CEO Lee Schofield),For,For,2019,glasslewis_detail
Alliance Aviation Services Limited,2018-10-30,Annual,2,Re-elect Peter J. Housden,For,For,2018,glasslewis_detail
Alliance Aviation Services Limited,2018-10-30,Annual,3,Remuneration Report,For,For,2018,glasslewis_detail
Alliance Aviation Services Limited,2018-10-30,Annual,4,Equity Grant (MD Scott McMillan),For,For,2018,glasslewis_detail
Alliance Aviation Services Limited,2018-10-30,Annual,5,Equity Grant (CEO Lee Schofield),For,For,2018,glasslewis_detail
Alliance Aviation Services Limited,2017-11-02,Annual,2,Re-elect Stephen Padgett,For,For,2017,glasslewis_detail
Alliance Aviation Services Limited,2017-11-02,Annual,3,Remuneration Report,For,Against,2017,glasslewis_detail
Alliance Aviation Services Limited,2017-11-02,Annual,4,Equity Grants (MD Scott McMillan and CEO Lee Schofield),For,Against,2017,glasslewis_detail
Alliance Aviation Services Limited,2016-10-27,Annual,1,Re-Elect David C. Crombie,For,For,2016,glasslewis_detail
Alliance Aviation Services Limited,2016-10-27,Annual,2,Equity Grants (MD Scott McMillan and CEO Lee Schofield),For,Against,2016,glasslewis_detail
Alliance Aviation Services Limited,2016-10-27,Annual,3,Remuneration Report,For,Against,2016,glasslewis_detail
Allkem Ltd,2023-12-19,Special,1,Livent Transaction,For,For,2023,glasslewis_detail
Allkem Ltd,2023-11-08,Annual,1,Remuneration Report,For,For,2023,glasslewis_detail
Allkem Ltd,2023-11-08,Annual,2,Re-elect Florencia Heredia,For,For,2023,glasslewis_detail
Allkem Ltd,2023-11-08,Annual,3,Equity Grant (MD/CEO Martín Pérez de Solay),For,For,2023,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,1,Remuneration Report,For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,2,Elect Peter J. Coleman,For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,3,Re-elect Richard P. Seville,For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,4,Re-elect Fernando Oris de Roa,For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,5,Re-elect Leanne Heywood,For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,6,Adoption of New Constitution,For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,7,Adoption of Proportional Takeover Provisions,For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,8,Approve Non-Executive Director Share Rights Plan,N/A,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,9,Approve Performance Rights and Options Plan,For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,10,Equity Grant (MD/CEO Martín Pérez de Solay - STI),For,For,2022,glasslewis_detail
Allkem Ltd,2022-11-15,Annual,11,Equity Grant (MD/CEO Martín Pérez de Solay - LTI),For,For,2022,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,1,Remuneration Report,For,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,2,Change in Company Name,For,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,3,Elect Martin R. Rowley,For,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,4,Elect Florencia Heredia,For,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,5,Elect John S.M. Turner,For,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,6,Elect Alan Fitzpatrick,For,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,7,Approve Increase in NEDs' Fee Cap,N/A,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,8,Equity Grant (MD/CEO Martín Pérez de Solay - STI Performance Rights),For,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,9,Equity Grant (MD/CEO Martín Pérez de Solay - LTI Performance Rights),For,For,2021,glasslewis_detail
Allkem Ltd,2021-11-30,Annual,10,Equity Grant (MD/CEO Martín Pérez de Solay - Merger Completion Performance Rights),For,Against,2021,glasslewis_detail
Allkem Ltd,2019-11-22,Annual,1,Remuneration Report,For,For,2019,glasslewis_detail
Allkem Ltd,2019-11-22,Annual,2,Elect Richard P. Seville,For,For,2019,glasslewis_detail
Allkem Ltd,2019-11-22,Annual,3,Re-elect Leanne Heywood,For,For,2019,glasslewis_detail
Allkem Ltd,2019-11-22,Annual,4,Re-elect Fernando Oris de Roa,For,For,2019,glasslewis_detail
Allkem Ltd,2019-11-22,Annual,5,Approve Employee Performance Rights and Options Plan,For,For,2019,glasslewis_detail
Allkem Ltd,2019-11-22,Annual,6,Equity Grant (MD/CEO Martín Pérez de Solay),For,For,2019,glasslewis_detail
Allkem Ltd,2019-11-22,Annual,7,Approve Termination Payments,For,For,2019,glasslewis_detail
Allkem Ltd,2019-11-22,Annual,8,Approve Non-Executive Director Share Rights Plan,For,For,2019,glasslewis_detail
Allkem Ltd,2018-11-23,Annual,1,Remuneration Report,For,For,2018,glasslewis_detail
Allkem Ltd,2018-11-23,Annual,2,Re-elect Robert Hubbard,For,For,2018,glasslewis_detail
Allkem Ltd,2018-11-23,Annual,3,Re-elect Federico Nicholson,For,For,2018,glasslewis_detail
Allkem Ltd,2018-11-23,Annual,4,Elect Masaharu Katayama,For,For,2018,glasslewis_detail
Allkem Ltd,2018-11-23,Annual,5,Approve Employee Performance Rights and Options Plan,For,For,2018,glasslewis_detail
Allkem Ltd,2018-02-26,Ordinary,1,Ratify Placement of Securities,For,For,2018,glasslewis_detail
Allkem Ltd,2018-02-26,Ordinary,2,Approve Issue of Securities,For,For,2018,glasslewis_detail
Allkem Ltd,2017-11-24,Annual,1,Remuneration Report,For,For,2017,glasslewis_detail
Allkem Ltd,2017-11-24,Annual,2,"Re-elect John W. Gibson, Jr.",For,For,2017,glasslewis_detail
Allkem Ltd,2017-11-24,Annual,3,Re-elect Courtney Pratt,For,For,2017,glasslewis_detail
Allkem Ltd,2017-11-24,Annual,4,Equity Grant (MD/CEO Richard Seville),For,For,2017,glasslewis_detail
Allkem Ltd,2017-11-24,Annual,5,Approve Termination Payments (MD/CEO Richard Seville),For,For,2017,glasslewis_detail
Allkem Ltd,2017-11-24,Annual,6,Approve Increase in NEDs' Fee Cap,For,For,2017,glasslewis_detail
Allkem Ltd,2016-11-23,Annual,1,Remuneration Report,For,For,2016,glasslewis_detail
Allkem Ltd,2016-11-23,Annual,2,Re-elect Robert Hubbard,For,For,2016,glasslewis_detail
Allkem Ltd,2016-11-23,Annual,3,Re-elect Fernando Oris de Roa,For,For,2016,glasslewis_detail
Allkem Ltd,2016-11-23,Annual,4,Elect Leanne Haywood,For,For,2016,glasslewis_detail
Allkem Ltd,2016-11-23,Annual,5,Equity Grant (MD/CEO Richard Seville),For,For,2016,glasslewis_detail
Allkem Ltd,2016-11-23,Annual,6,Approve Termination Payments (MD/CEO Richard Seville),For,For,2016,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,1,Remuneration Report,For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,2,Re-elect Annie Liu,For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,3,Re-elect Marghanita Johnson,For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,4,Re-elect Regan Crooks,For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,5,Re-elect Norman Seckold,For,Against,2024,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,6,Equity Grant (Executive Chair Norman Seckold),For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,7,Equity Grant (MD Rimas Kairaitis),For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,8,Equity Grant (Finance Director Peter Nightingale),For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-11-27,Annual,9,Equity Grant (COO Robert Williamson),For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-06-24,Special,1,Ratify Placement of Securities (Tranche 1 Placement),For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-06-24,Special,2,Approve Issue of Securities (Tranche 2 Placement),For,For,2024,glasslewis_detail
Alpha HPA Limited,2024-06-24,Special,3,Equity Grant (NED Annie Liu),N/A,For,2024,glasslewis_detail
Alpha HPA Limited,2024-06-24,Special,4,Equity Grant (NED Marghanita Johnson),N/A,For,2024,glasslewis_detail
ALS Limited,2025-07-30,Annual,1,REMUNERATION REPORT,For,For,2025,glasslewis_detail
ALS Limited,2025-07-30,Annual,2,Elect Catharine Farrow,For,For,2025,glasslewis_detail
ALS Limited,2025-07-30,Annual,3,Re-elect Siddhartha Kadia,For,For,2025,glasslewis_detail
ALS Limited,2025-07-30,Annual,4,Equity Grant (MD/CEO Malcolm Deane),For,For,2025,glasslewis_detail
ALS Limited,2025-07-30,Annual,5,Renew Proportional Takeover Provisions,For,For,2025,glasslewis_detail
ALS Limited,2024-07-31,Annual,1,Elect Erica L. Mann,For,For,2024,glasslewis_detail
ALS Limited,2024-07-31,Annual,2,Remuneration Report,For,For,2024,glasslewis_detail
ALS Limited,2024-07-31,Annual,3,Approve Increase in NEDs' Fee Cap,For,For,2024,glasslewis_detail
ALS Limited,2024-07-31,Annual,4,Equity Grant (MD/CEO Malcolm Deane),For,For,2024,glasslewis_detail
